keyword,search_volume,intent,commercial_value,difficulty,current_position,target_position,primary_owning_url,role,secondary_supporting_urls,title_coverage,meta_coverage,h1_coverage,h2_coverage,body_coverage,faq_coverage,internal_anchor_coverage,cannibalisation_risk,competitor_gap,serp_similarity,optimization_score,next_action,silo,page_visitors,page_pageviews,page_conversions,page_seconds,page_bounce,page_sessions,behaviour_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,gsc_ranking_url,demand_share
event catering for wedding,0,,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
nikah catering dubai,0,transactional,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.1,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
small wedding catering dubai,0,commercial,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
wedding buffet catering dubai,0,commercial,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
wedding caterers dubai,0,commercial,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.3,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
wedding catering blog dubai,0,,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
wedding catering packages dubai,0,commercial,0,,35,20,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #35",0.3,3,a second natural mention; merge → /catering-packages-dubai,Catering,5,8,0,111.0,0,1,ga4,,,,,,
wedding catering price per person dubai,0,commercial,0,,2,10,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #2",0.0,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
wedding food packages dubai,0,commercial,0,,25,10,/wedding-catering-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #25",0.09,3,a second natural mention,Catering,5,8,0,111.0,0,1,ga4,,,,,,
when to book catering for wedding,0,,0,,,20,/wedding-catering-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Catering,5,8,0,111.0,0,1,ga4,,,,,,
wedding menu planning dubai,0,transactional,0,,1,10,/wedding-catering-menu-planning-dubai,primary,,True,True,True,False,2,False,partial,low,"no tracked competitor in top 30, we #1",1.0,7,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; one H2 carries it; answer a FAQ that contains it; get an inbound link with this anchor",Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
catering menu near me halal,0,commercial,0,,,20,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
catering price list for wedding,0,,0,,,20,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,2,True,partial,low,,,7,hold — nothing to do,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
catering wedding checklist,0,,0,,,20,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
event catering wedding,0,,0,,,20,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
finger food catering menu dubai,0,,0,,,20,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
how to plan a wedding menu dubai,0,informational,0,,7,10,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #7",0.36,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
wedding buffet menu ideas dubai,0,commercial,0,,,20,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.23,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
wedding catering menu planning dubai,0,commercial,0,,2,10,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #2",0.44,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
wedding food ideas dubai,0,commercial,0,,,20,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.14,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
wedding menu ideas dubai,0,commercial,0,,6,10,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #6",0.33,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
wedding menu planning dubai checklist,0,informational,0,,6,10,/wedding-catering-menu-planning-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #6",0.23,1,write one sentence that says it,Blog and Guides,1,1,0,,1.0,2,first-party,,,,,,
batch cooking service dubai,0,commercial,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
best meal prep delivery dubai,0,commercial,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.62,1,write one sentence that says it,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
family meal prep dubai,0,transactional,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.4,1,write one sentence that says it; merge → /fitness-meal-prep-dubai,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
fitness meal prep delivery menu,0,,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
fitness meal prep services,0,,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
is weekly meal prep healthy,0,commercial,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
kids meal prep service,0,,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
meal prep chef dubai,0,commercial,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,1,write one sentence that says it,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
personal chef meal prep dubai,0,transactional,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
private chef meal prep dubai,0,transactional,0,,25,10,/weekly-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #25",0.0,1,write one sentence that says it,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
weekly meal plan dubai,0,,0,,,20,/weekly-meal-prep-dubai,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
weekly meal prep dubai,0,transactional,0,,,20,/weekly-meal-prep-dubai,sub,/fitness-meal-prep-dubai /full-time-private-chef-dubai /kids-nutrition-chef-dubai /mychef-membership /part-time-private-chef-dubai /postpartum-meal-prep-dubai,False,False,False,False,1,False,exact,medium — many bodies say it,no tracked competitor in top 30,0.62,5,a second natural mention,Private Chef,8,10,0,2,1.0,3,first-party,,,,,,
chef meal prep cost,0,,0,,,20,/wellness-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
healthy food plan dubai,0,,0,,,20,/wellness-meal-prep-dubai,sub,,False,False,False,False,0,False,none,low,,,0,write one sentence that says it,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
healthy meal plans dubai,0,,0,,,20,/wellness-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
healthy meal prep delivery dubai,0,commercial,0,,,20,/wellness-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
healthy meal prep dubai price,0,commercial,0,,,20,/wellness-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.88,1,write one sentence that says it,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
healthy meal prep dubai price per meal,0,commercial,0,,,20,/wellness-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,no tracked competitor in top 30,0.71,1,write one sentence that says it; merge → /weekly-meal-prep-dubai,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
meal prep in dubai,0,,0,,,20,/wellness-meal-prep-dubai,sub,/blog/weekly-meal-prep-vs-full-time-chef-dubai,False,False,False,False,0,False,partial,low,,,2,write one sentence that says it,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
wellness meal prep dubai,0,commercial,0,,,20,/wellness-meal-prep-dubai,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,6,11,0,16,0.429,7,first-party,,,,,,
yacht catering checklist dubai,0,transactional,0,,2,10,/yacht-catering-checklist-dubai,primary,,True,True,True,True,2,True,partial,low,"no tracked competitor in top 30, we #2",1.0,9,no measured UAE demand for this primary — re-target it or merge the page; get an inbound link with this anchor,Blog and Guides,0,0,0,,,0,,,,,,,
catering checklist example,0,informational,0,,,20,/yacht-catering-checklist-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
catering menu checklist,0,informational,0,,13,10,/yacht-catering-checklist-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #13",0.0,3,a second natural mention,Blog and Guides,0,0,0,,,0,,,,,,,
how much food for a yacht party dubai,0,commercial,0,,,20,/yacht-catering-checklist-dubai,sub,,False,False,False,False,2,True,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.13,7,hold — nothing to do,Blog and Guides,0,0,0,,,0,,,,,,,
how to plan yacht catering dubai,0,informational,0,,,20,/yacht-catering-checklist-dubai,sub,,False,False,False,False,2,True,partial,low,,,7,hold — nothing to do,Blog and Guides,0,0,0,,,0,,,,,,,
what to ask a yacht caterer dubai,0,informational,0,,7,10,/yacht-catering-checklist-dubai,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #7",0.06,1,write one sentence that says it,Blog and Guides,0,0,0,,,0,,,,,,,
yacht catering package dubai,0,commercial,0,,,20,/yacht-catering-checklist-dubai,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.12,3,a second natural mention; merge → /yachts,Blog and Guides,0,0,0,,,0,,,,,,,
yacht catering guide dubai,0,commercial,0,,,20,/yacht-catering-guide-dubai,primary,,True,True,True,True,4,True,partial,low,,1.0,9,"no measured UAE demand, but the page gets visits — check the phrasing against what they search; get an inbound link with this anchor",Blog and Guides,1,1,0,,,0,,,,,,,
catering for yacht party,0,transactional,0,,,20,/yacht-catering-guide-dubai,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,,3,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
do yachts allow outside catering dubai,0,commercial,0,,31,20,/yacht-catering-guide-dubai,sub,,False,False,False,False,0,False,partial,low,"no tracked competitor in top 30, we #31",,1,write one sentence that says it,Blog and Guides,1,1,0,,,0,,,,,,,
how yacht catering works dubai,0,commercial,0,,,20,/yacht-catering-guide-dubai,sub,,False,False,False,False,1,True,partial,low,,,5,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
small yacht catering guide dubai,0,commercial,0,,14,10,/yacht-catering-guide-dubai,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #14",,3,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
what to serve on a yacht dubai,0,informational,0,,,20,/yacht-catering-guide-dubai,sub,,False,False,False,False,1,True,partial,low,no tracked competitor in top 30,,5,a second natural mention,Blog and Guides,1,1,0,,,0,,,,,,,
boat catering dubai,0,transactional,0,,26,10,/yachts,sub,,False,False,False,False,1,False,partial,low,"no tracked competitor in top 30, we #26",0.7,3,a second natural mention,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
chef for yacht charter dubai,0,transactional,0,,,20,/yachts,sub,,False,False,False,False,1,False,partial,low,,,3,a second natural mention,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
food to bring on a yacht party,0,,0,,,20,/yachts,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
new year yacht catering dubai,0,informational,0,,,20,/yachts,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.07,1,write one sentence that says it,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
private chef yacht dubai,0,transactional,0,,27,10,/yachts,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #27",0.08,3,a second natural mention,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
small yacht catering dubai,0,commercial,0,,24,10,/yachts,sub,,False,False,False,False,0,False,partial,medium — SERP looks like another page,"no tracked competitor in top 30, we #24",0.36,1,write one sentence that says it,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
yacht catering dubai harbour,0,,0,,,20,/yachts,sub,,False,False,False,False,0,False,partial,low,,,1,write one sentence that says it,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
yacht catering packages dubai,0,commercial,0,,,20,/yachts,sub,,False,False,False,False,1,False,partial,low,no tracked competitor in top 30,0.55,3,a second natural mention,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
yacht chef dubai,0,informational,0,,,20,/yachts,sub,,False,False,False,False,1,False,partial,medium — SERP looks like another page,no tracked competitor in top 30,0.0,3,a second natural mention,Private Chef,10,10,0,0,1.0,2,first-party,,,,,,
