keyword,search_volume_uae,intent,commercial_value_usd,serp_similarity_to_owner,ranking_difficulty,current_position_uae,gsc_impressions,gsc_ctr,bing_impressions,bing_ctr,competitor_gap,entity_coverage_tokens,exact_phrase_on_page,owner_page,role,recommended_page,action
staff lunch catering dubai,0,informational,0,,,31,,,,,"no tracked competitor in top 30, we #31",1.0,True,/staff-meals-catering-dubai,sub,/business-lunch-catering-dubai,merge → /business-lunch-catering-dubai
staff meals catering dubai,0,commercial,0,1.0,,n/a,,,,,,1.0,True,/staff-meals-catering-dubai,primary,/staff-meals-catering-dubai,keep (primary)
staff meals catering dubai cost per person,0,commercial,0,,,8,,,,,"no tracked competitor in top 30, we #8",1.0,True,/staff-meals-catering-dubai,sub,/staff-meals-catering-dubai,keep (sub)
staff meals catering dubai price,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/staff-meals-catering-dubai,sub,/staff-meals-catering-dubai,keep (sub)
staff meals dubai,0,informational,0,,,n/a,,,,,,1.0,True,/staff-meals-catering-dubai,sub,/staff-meals-catering-dubai,keep (sub)
suhoor planning guide dubai,0,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/ramadan-catering-guide-dubai,sub,/ramadan-catering-guide-dubai,keep (sub)
surprise cake delivery in dubai,0,transactional,0,0.0,18,,,,,,no tracked competitor in top 30,1.0,True,/mystery-dining-dubai,sub,/mystery-dining-dubai,keep (sub)
surprise dinner experience dubai,0,informational,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/mystery-dining-dubai,primary,/mystery-dining-dubai,keep (primary)
surprise dinner experience dubai price,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/mystery-dining-dubai,sub,/mystery-dining-dubai,keep (sub)
surprise dinner for two dubai,0,transactional,0,,,n/a,,,,,,1.0,True,/mystery-dining-dubai,sub,/mystery-dining-dubai,keep (sub)
surprise dinner package dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/mystery-dining-dubai,sub,/mystery-dining-dubai,keep (sub)
sushi caterer dubai,0,,0,,,n/a,,,,,,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
sushi catering cost per person dubai,0,commercial,0,0.15,,,,,,,no tracked competitor in top 30,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
sushi catering dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
sushi catering menu dubai,0,transactional,0,0.4,,,,,,,no tracked competitor in top 30,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
sushi catering packages dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
sushi chef at home dubai,0,informational,0,0.07,,,,,,,no tracked competitor in top 30,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
sushi platter dubai,0,,0,,,n/a,,,,,,1.0,True,/sushi-catering-dubai,sub,/sushi-catering-dubai,keep (sub)
sweet table dubai,0,informational,0,,,7,,,,,"no tracked competitor in top 30, we #7",1.0,False,/dessert-table-catering-dubai,sub,/dessert-table-catering-dubai,keep (sub)
tasting menu at home dubai,0,transactional,0,0.13,,,,,,,no tracked competitor in top 30,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
tasting menu birthday dubai,0,,0,,,n/a,,,,,,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
tasting menu courses,0,,0,,,n/a,,,,,,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
tasting menu dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
tasting menu packages dubai,0,commercial,0,0.14,,,,,,,no tracked competitor in top 30,1.0,True,/tasting-menu-dubai,sub,/tasting-menu-dubai,keep (sub)
team dinner catering dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/corporate-dinner-package-dubai,sub,/corporate-dinner-package-dubai,keep (sub)
team lunch catering dubai,0,commercial,0,0.18,,34,,,,,"no tracked competitor in top 30, we #34",1.0,False,/office-catering-dubai,sub,/office-catering-dubai,keep (sub)
the chefs table private chef and catering,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/mychef-certified,sub,/mychef-certified,keep (sub)
the italian supper food truck dubai menu,0,,0,,,n/a,,,,,,1.0,True,/italian-catering-dubai,sub,/italian-catering-dubai,keep (sub)
themed dinner party menu ideas,0,commercial,0,0.07,,,,,,,no tracked competitor in top 30,1.0,True,/blog/dinner-party-menu-ideas-dubai,sub,/blog/dinner-party-menu-ideas-dubai,keep (sub)
top 10 catering companies in uae,0,,0,,,n/a,,,,,,1.0,True,/cuisines-dubai,sub,/cuisines-dubai,keep (sub)
top catering providers in dubai,0,,0,,,n/a,,,,,,1.0,True,/cuisines-dubai,sub,/cuisines-dubai,keep (sub)
top catering services provider in dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/brand-activation-catering-dubai,sub,/best-catering-companies-dubai,merge → /best-catering-companies-dubai
top catering services providers in dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/partner-with-us,sub,/best-catering-companies-dubai,merge → /best-catering-companies-dubai
top chef offering catering in dubai,0,transactional,0,0.0,,20,,,,,"no tracked competitor in top 30, we #20",0.5,False,/,sub,/,keep (sub)
top chef offering home in dubai,0,transactional,0,0.08,,33,,,,,"no tracked competitor in top 30, we #33",1.0,True,/tourist-villa-chef-dubai,sub,/tourist-villa-chef-dubai,keep (sub)
top event planner offering catering in dubai,0,commercial,0,0.18,,,,,,,no tracked competitor in top 30,0.6,False,/corporate-event-catering-dubai,sub,/corporate-event-catering-dubai,keep (sub)
top personal chef in dubai,0,commercial,0,0.33,,,,,,,no tracked competitor in top 30,0.33,False,/chefs/layla-middle-eastern-chef,sub,/apartment-private-dining-dubai,merge → /apartment-private-dining-dubai
top personal chef provider in dubai,0,commercial,0,0.18,,,,,,,no tracked competitor in top 30,0.25,False,/chefs/layla-middle-eastern-chef,sub,/private-chef-dubai/how-it-works,merge → /private-chef-dubai/how-it-works
top personal chef providers in dubai,0,commercial,0,0.27,,,,,,,no tracked competitor in top 30,1.0,True,/full-time-private-chef-dubai,sub,/apartment-private-dining-dubai,merge → /apartment-private-dining-dubai
top personal chef services policies,0,,0,,,n/a,,,,,,1.0,True,/how-we-vet-our-chefs,sub,/how-we-vet-our-chefs,keep (sub)
top personal chef services provider in dubai,0,commercial,0,0.33,,,,,,,no tracked competitor in top 30,1.0,True,/about,sub,/our-chefs,merge → /our-chefs
top personal chef services providers in dubai,0,commercial,0,0.2,,,,,,,no tracked competitor in top 30,0.2,False,/chefs/layla-middle-eastern-chef,sub,/apartment-private-dining-dubai,merge → /apartment-private-dining-dubai
top rated catering services in dubai,0,commercial,0,0.08,,,,,,,no tracked competitor in top 30,1.0,True,/cuisines-dubai,sub,/best-catering-companies-dubai,merge → /best-catering-companies-dubai
trade show catering dubai,0,commercial,0,0.25,,,,,,,no tracked competitor in top 30,1.0,True,/exhibition-catering-dubai,sub,/exhibition-catering-dubai,drop — off-intent
uae food trends 2026,0,informational,0,,,n/a,,,,,,1.0,True,/dubai-food-trends-report-2026,sub,/dubai-food-trends-report-2026,keep (sub)
uae national day catering cost per person dubai,0,commercial,0,0.15,,24,,,,,"no tracked competitor in top 30, we #24",1.0,True,/uae-national-day-catering-dubai,sub,/uae-national-day-catering-dubai,keep (sub)
uae national day catering dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/uae-national-day-catering-dubai,primary,/uae-national-day-catering-dubai,keep (primary)
uae national day catering dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/uae-national-day-catering-dubai,sub,/uae-national-day-catering-dubai,keep (sub)
uae national day catering menu dubai,0,transactional,0,,,n/a,,,,,,1.0,True,/uae-national-day-catering-dubai,sub,/uae-national-day-catering-dubai,keep (sub)
uae national day catering packages dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/uae-national-day-catering-dubai,sub,/uae-national-day-catering-dubai,keep (sub)
unique dining experience dubai,0,,0,,,n/a,,,,,,1.0,True,/mystery-dining-dubai,sub,/mystery-dining-dubai,keep (sub)
vacation villa with chef,0,,0,,,n/a,,,,,,1.0,True,/tourist-villa-chef-dubai,sub,/tourist-villa-chef-dubai,keep (sub)
valentines day dinner at home dubai,0,,0,,,n/a,,,,,,1.0,True,/uae-national-day-catering-dubai,sub,/uae-national-day-catering-dubai,keep (sub)
valentines day special dinner,0,,0,,,n/a,,,,,,1.0,True,/uae-national-day-catering-dubai,sub,/uae-national-day-catering-dubai,keep (sub)
valentines private dinner dubai,0,,0,,,n/a,,,,,,1.0,True,/romantic-dinner-dubai,sub,/romantic-dinner-dubai,keep (sub)
veg catering dubai,0,commercial,0,0.44,,,,,,,no tracked competitor in top 30,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
veg food in dubai price,0,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,True,/influencer-partnerships,sub,/influencer-partnerships,keep (sub)
vegan cakes in dubai,0,,0,,,n/a,,,,,,1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan caterers dubai,0,commercial,0,0.4,,26,,,,,"no tracked competitor in top 30, we #26",1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan catering cost per person dubai,0,commercial,0,0.15,,3,,,,,"no tracked competitor in top 30, we #3",1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan catering dubai price,0,commercial,0,0.5,,4,,,,,"no tracked competitor in top 30, we #4",1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan catering menu dubai,0,transactional,0,0.4,,12,,,,,"no tracked competitor in top 30, we #12",1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan catering packages dubai,0,commercial,0,0.45,,18,,,,,"no tracked competitor in top 30, we #18",1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan christmas dinner dubai,0,,0,,,n/a,,,,,,1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan fine dining ideas,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/vegan-catering-dubai-guide,sub,/blog/vegan-catering-dubai-guide,keep (sub)
vegan food dubai,0,,0,,,n/a,,,,,,1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan meal service dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/vegan-catering-dubai-guide,sub,/blog/vegan-catering-dubai-guide,keep (sub)
vegan menu ideas dubai,0,commercial,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/vegan-catering-dubai-guide,primary,/blog/vegan-catering-dubai-guide,keep (primary)
vegan party food ideas dubai,0,commercial,0,0.07,,10,,,,,"no tracked competitor in top 30, we #10",1.0,True,/blog/vegan-catering-dubai-guide,sub,/blog/vegan-catering-dubai-guide,keep (sub)
vegan private chef dubai,0,transactional,0,0.0,,34,,,,,"no tracked competitor in top 30, we #34",1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegan ready meals dubai,0,,0,,,n/a,,,,,,1.0,True,/vegan-catering-dubai,sub,/vegan-catering-dubai,keep (sub)
vegetarian buffet catering dubai,0,commercial,0,0.75,,,,,,,no tracked competitor in top 30,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
vegetarian catering cost per person dubai,0,commercial,0,0.18,,,,,,,no tracked competitor in top 30,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
vegetarian catering dubai price,0,commercial,0,,,n/a,,,,,,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
vegetarian catering menu dubai,0,informational,0,0.75,,33,,,,,"no tracked competitor in top 30, we #33",1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
vegetarian catering packages dubai,0,commercial,0,0.62,,,,,,,no tracked competitor in top 30,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
vegetarian diwali catering dubai,0,transactional,0,0.45,,,,,,,no tracked competitor in top 30,1.0,True,/diwali-catering-dubai,sub,/diwali-catering-dubai,keep (sub)
vegetarian meal plans dubai,0,,0,,,n/a,,,,,,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
vegetarian meals for catering,0,,0,,,n/a,,,,,,1.0,True,/vegetarian-catering-dubai,sub,/vegetarian-catering-dubai,keep (sub)
venue catering partnership dubai,0,commercial,0,0.0,,22,,,,,"no tracked competitor in top 30, we #22",1.0,True,/venue-partners,sub,/venue-partners,keep (sub)
venues that allow outside catering dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/venue-partners,sub,/venue-partners,keep (sub)
verified private chef dubai,0,informational,0,,,28,,,,,"no tracked competitor in top 30, we #28",1.0,True,/mychef-certified,sub,/private-chef-dubai/how-it-works,merge → /private-chef-dubai/how-it-works
villa and yacht catering partners dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/villa-catering-ideas-dubai,sub,/villa-catering-ideas-dubai,keep (sub)
villa bbq catering dubai,0,commercial,0,0.45,,12,,,,,"no tracked competitor in top 30, we #12",1.0,True,/bbq-catering-dubai,sub,/bbq-catering-dubai,keep (sub)
villa brunch catering dubai,0,informational,0,0.0,,18,,,,,"no tracked competitor in top 30, we #18",1.0,True,/brunch-catering-dubai,sub,/brunch-catering-dubai,keep (sub)
villa catering dubai,0,transactional,0,,,n/a,,,,,,1.0,True,/villas-private-residences,sub,/villas-private-residences,keep (sub)
villa catering dubai menu,0,transactional,0,0.0,,15,,,,,"no tracked competitor in top 30, we #15",1.0,True,/villas-private-residences,sub,/villas-private-residences,keep (sub)
villa catering ideas dubai,0,commercial,0,1.0,,22,,,,,"no tracked competitor in top 30, we #22",1.0,True,/villa-catering-ideas-dubai,primary,/villa-catering-ideas-dubai,keep (primary)
villa catering package dubai,0,commercial,0,,,6,,,,,"no tracked competitor in top 30, we #6",0.67,False,/partners/villa-rentals-dubai,sub,/partners/villa-rentals-dubai,keep (sub)
villa chef dubai,0,transactional,0,1.0,,7,,,,,"no tracked competitor in top 30, we #7",1.0,True,/villas-private-residences,primary,/villas-private-residences,keep (primary)
villa chef palm jumeirah,0,informational,0,0.13,,26,,,,,"no tracked competitor in top 30, we #26",1.0,True,/locations/palm-jumeirah,sub,/locations/palm-jumeirah,keep (sub)
villa dinner party dubai,0,transactional,0,,,n/a,,,,,,1.0,True,/villas-private-residences,sub,/villas-private-residences,keep (sub)
villa dinner party ideas dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/villa-catering-ideas-dubai,sub,/villa-catering-ideas-dubai,keep (sub)
villa party food ideas dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/villa-catering-ideas-dubai,sub,/villa-catering-ideas-dubai,keep (sub)
villa private chef,0,transactional,0,,,26,,,,,"no tracked competitor in top 30, we #26",1.0,True,/partners/villa-rentals-dubai,sub,/partners/villa-rentals-dubai,keep (sub)
villa rentals partnership dubai,0,commercial,0,1.0,,n/a,,,,,,1.0,False,/partners/villa-rentals-dubai,primary,/partners/villa-rentals-dubai,keep (primary)
villa with private chef jamaica,0,,0,,,n/a,,,,,,1.0,True,/tourist-villa-chef-dubai,sub,/tourist-villa-chef-dubai,keep (sub)
villa with private chef thailand,0,,0,,,n/a,,,,,,1.0,True,/tourist-villa-chef-dubai,sub,/tourist-villa-chef-dubai,keep (sub)
vip corporate catering dubai,0,commercial,0,0.0,,,,,,,no tracked competitor in top 30,0.67,False,/corporate,sub,/corporate,keep (sub)
vip dining club dubai,0,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/vip-club,sub,/vip-club,keep (sub)
vip government dining dubai,0,transactional,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/vip-club,sub,/vip-club,keep (sub)
wedding buffet catering dubai,0,commercial,0,,,n/a,,,,,,1.0,True,/wedding-catering-dubai,sub,/wedding-catering-dubai,keep (sub)
wedding buffet menu ideas dubai,0,commercial,0,0.23,,,,,,,no tracked competitor in top 30,1.0,False,/wedding-catering-menu-planning-dubai,sub,/wedding-catering-menu-planning-dubai,keep (sub)
wedding buffet vs plated dubai,0,commercial,0,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/buffet-vs-plated-dubai,sub,/buffet-vs-plated-dubai,keep (sub)
wedding caterers dubai,0,commercial,0,0.3,,,,,,,no tracked competitor in top 30,1.0,True,/wedding-catering-dubai,sub,/wedding-catering-dubai,keep (sub)
wedding catering blog dubai,0,,0,,,n/a,,,,,,1.0,True,/wedding-catering-dubai,sub,/wedding-catering-dubai,keep (sub)
wedding catering checklist dubai,0,informational,0,1.0,,6,,,,,"no tracked competitor in top 30, we #6",1.0,True,/wedding-catering-checklist-dubai,primary,/wedding-catering-checklist-dubai,keep (primary)
wedding catering cost calculator dubai,0,commercial,0,,,2,,,,,"no tracked competitor in top 30, we #2",1.0,True,/catering-cost-calculator-dubai,sub,/catering-cost-calculator-dubai,keep (sub)
wedding catering cost dubai,0,commercial,0,1.0,,2,,,,,"no tracked competitor in top 30, we #2",1.0,True,/blog/wedding-catering-cost-dubai,primary,/blog/wedding-catering-cost-dubai,keep (primary)
wedding catering cost dubai 2026,0,commercial,0,0.33,,2,,,,,"no tracked competitor in top 30, we #2",1.0,False,/blog/wedding-catering-cost-dubai,sub,/blog/wedding-catering-cost-dubai,keep (sub)
